"","Wlambda1.unity","Wlambda2.unity","Wlambda3.unity","Wnu1.unity","Wnu2.unity","Wgamma1.unity","Wgamma2.unity","Wgamma3.unity","Weta1.unity","Weta2.unity","Weta3.unity","WT.unity","WA.unity","WV.unity","WK.unity","WG.unity","WD.unity","BCUTw.1l","BCUTw.1h","BCUTc.1l","BCUTc.1h","BCUTp.1l","BCUTp.1h","Fsp3","XLogP","MW","LipinskiFailures","nRotB","MLogP","nAtomLAC","nAtomP","nAtomLC","nB","nBase","nAtom","nAromBond","naAromAtom","ALogP","ALogp2","AMR","nAcid","nSmallRings","nAromRings","nRingBlocks","nAromBlocks","nRings3","nRings4","nRings5","nRings6","nRings7","nRings8","nRings9","tpsaEfficiency","Zagreb","WPATH","WPOL","WTPT.1","WTPT.2","WTPT.3","WTPT.4","WTPT.5","VAdjMat","VABC","TopoPSA","topoShape","geomShape","PetitjeanNumber","MDEC.11","MDEC.12","MDEC.13","MDEC.14","MDEC.22","MDEC.23","MDEC.24","MDEC.33","MDEC.34","MDEC.44","MDEO.11","MDEO.12","MDEO.22","MDEN.11","MDEN.12","MDEN.13","MDEN.22","MDEN.23","MDEN.33","khs.sLi","khs.ssBe","khs.ssssBe","khs.ssBH","khs.sssB","khs.ssssB","khs.sCH3","khs.dCH2","khs.ssCH2","khs.tCH","khs.dsCH","khs.aaCH","khs.sssCH","khs.ddC","khs.tsC","khs.dssC","khs.aasC","khs.aaaC","khs.ssssC","khs.sNH3","khs.sNH2","khs.ssNH2","khs.dNH","khs.ssNH","khs.aaNH","khs.tN","khs.sssNH","khs.dsN","khs.aaN","khs.sssN","khs.ddsN","khs.aasN","khs.ssssN","khs.sOH","khs.dO","khs.ssO","khs.aaO","khs.sF","khs.sSiH3","khs.ssSiH2","khs.sssSiH","khs.ssssSi","khs.sPH2","khs.ssPH","khs.sssP","khs.dsssP","khs.sssssP","khs.sSH","khs.dS","khs.ssS","khs.aaS","khs.dssS","khs.ddssS","khs.sCl","khs.sGeH3","khs.ssGeH2","khs.sssGeH","khs.ssssGe","khs.sAsH2","khs.ssAsH","khs.sssAs","khs.sssdAs","khs.sssssAs","khs.sSeH","khs.dSe","khs.ssSe","khs.aaSe","khs.dssSe","khs.ddssSe","khs.sBr","khs.sSnH3","khs.ssSnH2","khs.sssSnH","khs.ssssSn","khs.sI","khs.sPbH3","khs.ssPbH2","khs.sssPbH","khs.ssssPb","Kier1","Kier2","Kier3","HybRatio","fragC","FMF","ECCEN","SP.0","SP.1","SP.2","SP.3","SP.4","SP.5","SP.6","SP.7","VP.0","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VP.7","SPC.4","SPC.5","SPC.6","VPC.4","VPC.5","VPC.6","SC.3","SC.4","SC.5","SC.6","VC.3","VC.4","VC.5","VC.6","SCH.3","SCH.4","SCH.5","SCH.6","SCH.7","VCH.3","VCH.4","VCH.5","VCH.6","VCH.7","C1SP1","C2SP1","C1SP2","C2SP2","C3SP2","C1SP3","C2SP3","C3SP3","C4SP3","ATSp1","ATSp2","ATSp3","ATSp4","ATSp5","ATSm1","ATSm2","ATSm3","ATSm4","ATSm5","ATSc1","ATSc2","ATSc3","ATSc4","ATSc5","nHBDon","nHBAcc","PPSA.1","PPSA.2","PPSA.3","PNSA.1","PNSA.2","PNSA.3","DPSA.1","DPSA.2","DPSA.3","FPSA.1","FPSA.2","FPSA.3","FNSA.1","FNSA.2","FNSA.3","WPSA.1","WPSA.2","WPSA.3","WNSA.1","WNSA.2","WNSA.3","RPCG","RNCG","RPCS","RNCS","THSA","TPSA","RHSA","RPSA","bpol","apol","MOMI.X","MOMI.Y","MOMI.Z","MOMI.XY","MOMI.XZ","MOMI.YZ","MOMI.R","LOBMAX","LOBMIN","GRAV.1","GRAV.2","GRAV.3","GRAVH.1","GRAVH.2","GRAVH.3","GRAV.4","GRAV.5","GRAV.6","data[i, 1]"
"CN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9973755085986,19.0006091284299,-0.327712206284825,0.295601164165863,4.10180995373979,11.6257709865831,0.238095238095238,2.306,399.391458999054,0,3,2.89,NA,21,14,32,1,48,0,0,0.526299999999998,0.276991689999998,113.0752,1,4,3,3,2,0,0,0,4,0,0,0,0.160570448026389,158,2102,52,59.3524130751751,2.04663493362673,22.8548941460943,7.44935229383523,10.2867602829615,6,NA,64.09,0.857142857142857,NA,0.461538461538462,0,1.96983974968172,1.08915699161099,0,12.8058015853359,25.5088580732429,0,11.5276456045081,0,0,0.944940787421155,0,0,0,0,0,0,0,0.685006710594441,0,0,0,0,0,0,1,0,4,0,0,7,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.203125,9.24038026256225,4.62109375,0.238095238095238,1789.08,0.758620689655172,622,20.7063778233275,13.8462443482985,13.1467012288119,11.1024229524366,9.12476089555452,7.9793671042637,5.96113825925703,4.50036644374691,15.7311589180196,9.16570638180746,7.13456316421379,5.25130188209527,3.59167860424036,2.68473301195191,1.59392505655501,0.981909727560032,5.48810658748468,8.47390412153666,12.9425725200991,1.9442754113799,2.47318058000217,3.12250598203543,2.35258310342146,0,0.636636523215635,0,0.962155664643355,0,0.147784078701271,0,0,0,0,0.267583143384874,0.5765615431126,0,0,0,0.114748541720309,0.176205848228048,0,0,2,12,2,4,0,0,0,2061.40662117051,2498.73041288704,3670.61616614991,4025.9147158467,3671.98684390874,35.4074362885376,35.655483553072,53.2579786551567,59.5179612491156,57.6375062956165,0.696525164646635,-0.286561493986092,-0.0721942767676785,-0.136957370024426,0.18251349775793,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.032933,56.449067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOCJXYPHIIZEHN-UHFFFAOYSA-N"
"CCN1CCN(CC1)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.988426848206,18.9984075732371,-0.330605768585219,0.366041296139139,4.4988040526702,11.0735663825559,0.473684210526316,2.471,359.395406246955,0,4,2.78,NA,15,14,29,1,48,0,0,0.600699999999999,0.360840489999999,100.319,1,4,2,3,1,1,0,0,3,0,0,0,0.178441901797922,144,1601,47,52.8973879787815,2.03451492226083,20.3268023240766,7.43459177274083,10.302017123192,5.85798099512757,NA,64.09,0.857142857142857,NA,0.461538461538462,0,2.00016770611876,0.897316228376918,0,10.8488063902901,20.2770993456574,0,10.7566657909735,0,0,0.944940787421155,0,0,0,0,0,0,0,0.685006710594441,0,0,0,0,0,0,1,0,6,0,0,3,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3222354340071,7.78799351000541,3.80580293019247,0.473684210526316,1951.07,0.730769230769231,558,18.4219207729514,12.4904023006419,11.6332812228255,9.78349105944979,8.14951503463151,6.77823745647604,5.23650782203937,3.99460805737504,14.7424639810011,9.08256656488526,7.0575737887933,5.1429441653282,3.63858604289454,2.5862635131546,1.67067637332313,1.07732055511872,4.92870702598818,7.74906281305235,11.5133412866875,1.96136492653928,2.57693370573028,3.10891668224196,1.97935697946376,0,0.636636523215635,0,0.898218393503714,0,0.16641797851377,0,0.288675134594813,0.166666666666667,0,0.37588812909505,0.775881426961227,0.288675134594813,0.129099444873581,0,0.193781224410919,0.307979112317164,0,0,2,6,2,6,3,0,0,1836.47459720225,2239.40710412407,3150.70065832517,3515.11430543706,3143.85483897996,30.9053921494949,32.0736984415469,45.2605903652868,53.0220271597044,52.8895392509109,0.643004986108817,-0.268048908529156,-0.084596212126189,-0.131154150806908,0.25368027057882,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.109554,54.372446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPFYMRJSYKOXGV-UHFFFAOYSA-N"
"CC1CCC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.85,18.9984064353416,-0.327647119071952,0.295548076433366,4.51311264461782,10.8644885860352,0.285714285714286,1.827,261.248912810686,0,1,2.45,NA,14,8,21,0,31,0,0,0.902499999999999,0.814506249999999,70.2606,1,3,2,1,1,0,0,0,3,0,0,0,0.220660231256865,106,600,36,38.7756744285981,2.04082496992622,13.5234083935276,7.43949419080925,3.52158109046579,5.39231742277876,NA,57.61,0.75,NA,0.428571428571429,0,1.47342319240416,2.21649076433222,0,3.41702969496584,15.2998590586143,0,11.3026379896394,0,0,0.944940787421155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9591836734694,5.080078125,2.27555555555556,0.285714285714286,747.05,0.684210526315789,240,13.7316863286394,8.98607100299237,8.79904009848245,7.38778862736124,6.4696508885337,5.68020397582402,4.28028912360525,3.12058902413973,10.3125028840685,6.09336952518358,4.93309790966509,3.7059871915008,2.73504882955497,2.12970332898534,1.32587270272189,0.808877124924709,4.05813117810924,6.79073439010696,10.9176354597131,1.53296785289914,2.19940995517584,3.09732780116039,1.73618688629518,0,0.535720046497428,0,0.719079786037533,0,0.152936670787358,0,0,0,0,0.156472032273763,0.481190642423276,0,0,0,0.069245625160926,0.169378768034964,0,0,2,5,3,1,3,0,0,1321.65697530859,1626.29403957703,2453.95618190881,2632.53872223364,2124.42434061426,23.185431546942,23.0766068424642,36.0973168330237,40.651215706013,39.4492280385679,0.463200905412097,-0.162655657433678,0.0237325698990256,-0.308186322407503,0.234595336778729,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.217484,36.704516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPSPPJIUMHPXMA-UHFFFAOYSA-N"
"CN1CCN(CC1)c2c(cc3c4c2OCN(n4cc(c3=O)C(=O)O)C)F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9973912305305,19.0001363340868,-0.327997101210907,0.295631870129079,4.51479820164819,11.1668677895856,0.411764705882353,2.282,362.356220326508,0,2,2.34,NA,17,13,29,1,45,11,10,2.1401,4.58002801,93.5533,1,4,2,2,1,0,0,0,4,0,0,0,0.216077232140299,146,1484,51,53.4236778565382,2.05475684063609,26.7580872050569,10.5840907806596,13.5720429483184,5.85798099512757,NA,78.25,1,NA,0.5,0.1,3.06678274428592,2.78149858908326,0,5.54951179632222,15.0453400406259,0,12.0495529359676,0,0,0.944940787421155,0.479438118034884,0,0,0,0,0,0,1.55034387381884,0,0,0,0,0,0,2,0,5,0,0,2,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3222354340071,7.43801652892562,3.33786848072562,0.411764705882353,1654.09,0.730769230769231,501,18.5850574797679,12.3799178531097,11.9365271403694,10.3209836100164,8.9736580971184,7.95326822708091,6.10699586611219,4.79842337661371,14.5290117662126,8.31064051466087,6.67531908008766,4.96575364675638,3.50065584578162,2.68651042209694,1.65437958438861,1.04771306224454,5.44852866775529,9.20143840064059,14.7771588183304,2.03330142056274,2.70987730983788,3.61130710850418,2.21908302128976,0,0.705009308954569,0,0.992967637587364,0,0.177006329712118,0,0,0,0,0.229610731214192,0.602441863796174,0,0,0,0.098613383251114,0.190803717404336,0,0,2,6,2,4,0,0,0,1880.73269797392,2317.47554936074,3517.21736321014,3944.09655338771,3577.60948872149,32.0398414863124,33.2640446302689,50.644417849799,59.6237720847767,61.4879920590863,0.838643488124578,-0.38625437034989,-0.0871582003301874,-0.0457659671642609,0.00249119711418299,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.405933,50.754067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BPFYOAJNDMUVBL-UHFFFAOYSA-N"
"CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9943327577141,18.9984071258085,-0.327724704407172,0.295558493754719,4.48707506602928,10.8264668724341,0.375,1.689,319.331435541288,0,3,2.45,NA,15,12,25,1,41,0,0,-0.424899999999998,0.180540009999999,87.8139,1,3,2,2,1,0,0,0,3,0,0,0,0.228368579258761,122,1116,41,46.7100259665348,2.03087069419717,19.9159945515963,7.42879917461022,9.89987025764615,5.64385618977472,NA,72.88,0.833333333333333,NA,0.454545454545455,0,1.75296834597771,1.56385932030167,0,7.66994878298215,15.9573979201822,0,8.85754207562422,0,0,0.944940787421155,0,0,0,0,0,0,0.436435780471985,0.25,0,0,0,0,0,0,1,0,5,0,0,3,0,0,0,1,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8112,7.48611111111111,3.52,0.375,1343.07,0.695652173913043,405,16.5601134533856,11.0240758054532,10.0093608419207,8.63624382654499,7.27147814696235,6.0998150212092,4.35737137692314,3.07436075119416,12.8036865539384,7.58252234336325,5.52088345005876,4.17754191512368,2.96143345142167,2.11610597535308,1.18883503982426,0.737982803342572,4.27064710756765,6.96313230769036,10.5363355636585,1.46123548155227,2.02477943832722,2.50893054944179,1.63915007074388,0,0.581080967660079,0,0.627756559289249,0,0.133985918577913,0,0,0,0,0.202978549334173,0.378481271590907,0,0,0,0.0928724633800256,0.109577256242743,0,0,2,6,2,6,0,0,0,1566.13500746989,1878.17164268052,2717.0041528777,2957.35798165386,2572.3413669288,27.9053921494949,27.9075165083664,40.9282264989259,47.0220271597044,46.7233573177304,0.619119068888395,-0.248896666640596,-0.08133301464828,-0.153547718050308,0.282221588157754,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.416726,46.425274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OGJPXUAPXNRGGI-UHFFFAOYSA-N"
"CC1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.994313641635,18.9984077496102,-0.340618906436597,0.295574858670614,4.52526696123611,11.2506180250941,0.444444444444444,1.995,361.368193770085,0,2,2.56,NA,16,13,29,1,46,0,0,-0.5403,0.29192409,97.4533,1,4,2,2,1,0,0,0,4,0,0,0,0.203021630571632,146,1484,51,53.4236778565382,2.05475684063609,23.4357972947711,10.5840907806596,10.2497530380326,5.85798099512757,NA,73.32,1,NA,0.5,0.1,3.06678274428592,3.363912470511,0,5.54951179632222,16.8309532527389,0,14.2488812025578,0,0,0.944940787421155,0.479438118034884,0,0,0,0,0,0,0.685006710594441,0,0,0,0,0,0,2,0,5,0,0,2,1,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3222354340071,7.43801652892562,3.33786848072562,0.444444444444444,1751.08,0.730769230769231,501,18.5850574797679,12.3799178531097,11.9365271403694,10.3209836100164,8.9736580971184,7.95326822708091,6.1069958661122,4.79842337661371,14.6591484399023,8.59099660254472,6.96695913520831,5.19184167056234,3.68877016573505,2.86849936771757,1.79902262778216,1.15045872700832,5.44852866775529,9.2014384006406,14.7771588183304,2.15559409560788,2.89311460032125,3.92047578059305,2.21908302128976,0,0.705009308954569,0,1.05092103951614,0,0.193086271417963,0,0,0,0,0.229610731214192,0.602441863796174,0,0,0,0.102813526333872,0.203729028850695,0,0,2,6,2,6,1,0,0,1905.35253217329,2348.11419709424,3562.61846876307,3995.3034021664,3626.21322447881,31.6798611850359,32.737882395812,50.0906843635041,59.1252262852353,60.8232643263645,0.801000775555404,-0.34706159262397,-0.177506739371057,0.0212233421485262,0.1894068583899,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.83914,52.08086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSDSWSVVBLHKDQ-UHFFFAOYSA-N"
"CCn1cc(c(=O)c2c1cc3c(c2)OCO3)C(=O)O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9962066559759,15.9999987324793,-0.346488462933537,0.314410181794661,4.4825773083497,10.3631156117839,0.230769230769231,3.478,261.230642795211,0,2,2.23,NA,16,9,21,0,30,11,10,1.9365,3.75003225,64.7538,1,3,2,1,1,0,0,1,2,0,0,0,0.297858313071766,104,629,33,38.8306358569929,2.04371767668384,17.036932051314,13.6121513732678,3.42478067804622,5.39231742277876,NA,77.76,1,NA,0.5,0,1.49389524957359,1.56385932030167,0,2.85294976568284,13.1046035904215,0,8.85754207562422,0,0,0.944940787421155,0.889682467540567,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9591836734694,5.41311134235172,2.3801652892562,0.230769230769231,682.06,0.684210526315789,256,13.5685496218228,9.11339220293019,8.4211952214064,7.42805816207227,6.33482832292699,5.03627837081173,3.94404386861522,2.76206816674008,10.1736847227973,5.81596955554192,4.18568505409313,3.14561728266615,2.19379967060952,1.49980306613646,0.923773014376805,0.532640973538403,3.77826803116868,6.12174824059976,8.81991028583775,1.17268394617294,1.59202737591437,1.91472853015995,1.43403171352707,0,0.500147874384498,0,0.514700095616229,0,0.101514042002931,0,0,0,0.117851130197758,0.267583143384874,0.465643166077149,0,0,0.0294627825494395,0.0709914548145195,0.108276815151856,0,0,2,6,2,2,0,0,0,1198.93010815329,1455.69732110152,2150.19661129105,2214.45394954596,1810.88503650037,23.2323254789812,23.8231896394693,35.8704016208642,37.6498314583125,36.2536102324567,0.702413814091341,-0.376446884854721,0.113419400491132,-0.329489208009515,0.32531612658987,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.753277,35.324723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KYGZCKSPAKDVKC-UHFFFAOYSA-N"
"c1cc(ccc1n2cc(c(=O)c3c2cc(c(c3)F)N4CCNCC4)C(=O)O)F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9973788899236,19.0006088689508,-0.327734148826898,0.29559614563794,4.09681485714209,11.6159458427795,0.2,5.017,385.364841594614,1,3,2.78,NA,21,13,31,1,45,18,16,3.3908,11.49752464,99.6333,1,4,3,3,2,0,0,0,4,0,0,0,0.192275835428496,152,1884,50,57.494002567952,2.05335723456972,22.6379731182213,7.44926957739684,10.0704375876793,5.95419631038688,NA,74.05,1,NA,0.5,0,0,0,0,12.8058015853359,25.5088580732429,0,11.5276456045081,0,0,0.944940787421155,0,0,0,0,0,0,0.436435780471985,0.25,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,1,5,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2403746097815,9.01333333333333,4.39646201873049,0.2,1548.08,0.785714285714286,559,19.8361343353245,13.4523974981812,12.5248394158796,10.6917393499137,8.97306460928465,7.74972664856838,5.66847441523308,4.33311145043856,14.7839453225196,8.79314403546038,6.58128723893018,4.86502070892173,3.45006365778258,2.49978451068045,1.41012890641428,0.922961847403002,5.07985829702082,8.12444819702245,12.4372671652545,1.62804764536306,2.22830208827543,2.80528722153718,2.06390796882664,0,0.636636523215635,0,0.738548866893376,0,0.147784078701271,0,0,0,0,0.286311882667506,0.504041252445677,0,0,0,0.120650241157803,0.129156697946795,0,0,2,12,2,4,0,0,0,1970.90047330209,2392.09983373071,3503.52702953518,3857.21713672878,3546.31983815123,34.4074362885376,34.4893016198916,51.2579786551567,57.5179612491156,56.471324362436,0.669466711392754,-0.257164744760539,-0.0832839626159777,-0.16103240108724,0.213606475783615,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.526519,53.355481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"XBHBWNFJWIASRO-UHFFFAOYSA-N"
"Cc1nnc(s1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)Cn4cnnn4)SC2)C(=O)O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9961957926237,31.9740751968866,-0.345673456448596,0.320959215564067,5.00050366991526,12.5444568680071,0.428571428571429,0.279,454.510973454273,1,8,1.35,4,8,17,32,0,43,10,10,-0.647899999999998,0.419774409999998,113.8839,3,4,2,3,2,0,1,2,1,0,0,0,0.517432752759166,156,2468,41,59.0970868454576,2.03783058087785,44.143108253975,10.0269683235697,24.8727958939186,6,NA,234.93,1,NA,0.5,0,0.440082731374473,1.5047025019664,0,1.20342597483536,8.44731302727599,0,10.1052149539294,0,0,1.19526605689753,0,0,0,0,0,2.70461691737753,2.57346566967978,0.166666666666667,0,0,0,0,0,0,1,0,3,0,0,1,2,0,0,5,2,0,0,0,0,0,0,1,0,0,0,0,5,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.203125,9.64650283553875,4.92403746097815,0.428571428571429,1304.15,0.793103448275862,756,20.543241116511,13.9355607457755,13.0116319848053,10.5902702017797,9.17769414693191,6.74497896888987,4.52225580534267,3.51838942695076,17.3300594006945,11.1188495298496,9.60447718550421,7.53864606694829,6.12490318344178,4.55333114893058,3.13989789579149,2.36252770465084,4.6497434932859,7.64700115283847,10.2679231439288,2.76159372390326,4.13586793929442,4.95923490293789,2.1724363985815,0,0.447337630463708,0,1.37279703228994,0,0.176010611479578,0,0,0.111111111111111,0.594584678779911,0.901354910549388,1.18176227082357,0,0.074535599249993,0.280582977477194,0.506538119827445,0.646407946007908,0,0,4,1,1,5,1,0,0,2390.53839087141,2858.63821565733,3870.99501243223,3706.99307774274,3506.32227116432,53.3609776677256,46.4488196727585,71.7107811141301,62.6729473826605,69.2049007607123,0.808468339545654,-0.392913166287939,-0.0280715563779309,0.327370201104373,-0.497680508174771,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.958898,54.683102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLYYVTUWGNIJIB-BXKDBHETSA-N"
"CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)N)SC1)C(=O)O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9961778418637,31.9720722205405,-0.345682467037934,0.320888264521003,4.6986894806257,11.7979581917234,0.3125,-2.192,347.39058148807,0,5,2.34,NA,8,13,26,1,41,6,6,0.4123,0.16999129,89.1288,1,3,1,2,1,0,1,0,2,0,0,0,0.39767327894708,128,1383,39,48.3196171830991,2.01331738262913,22.1453616357469,9.97360238698418,9.08376488069803,5.70043971814109,NA,138.03,1,NA,0.5,0,0.737312870587611,2.27016151387806,0,5.22263201574578,11.0120431880979,0,11.8248191028608,0,0,1.19526605689753,0,0,0,0.333333333333333,0.166666666666667,0,0.333333333333333,0,0,0,0,0,0,0,1,0,1,0,0,5,3,0,0,5,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7810650887574,7.70914127423823,3.61836952652189,0.3125,1297.08,0.708333333333333,484,17.4303569413886,11.4135913579209,10.6103706023963,9.08837095125339,7.42319391250887,5.82171753010358,3.66956721305248,2.6014073883725,13.7471761376763,8.45012810182603,6.82350310272527,5.52455234403631,4.04834236710436,2.95713781845491,1.77720017564556,1.09918818647823,4.78295049245757,7.46142623189444,10.6088065444468,2.21944935059201,3.09197309637876,3.92684699808949,1.85069244944891,0,0.702657303392883,0,0.899967753764697,0,0.232376355726708,0,0,0.111111111111111,0.332395981284747,0.700170447018296,1.06073723996305,0,0.074535599249993,0.19625172314003,0.386045959594291,0.548141591864108,0,0,3,6,2,3,2,0,0,1752.67685720855,2102.54917307479,2845.44738617798,2898.93176531989,2476.43364505833,34.3055700844432,31.6650299167189,45.9922412837761,51.8800794041981,49.2068049831902,0.659538294316474,-0.323156428767401,-0.080457770505162,0.351900253389765,-0.426619688385154,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.718519,48.903481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZAIPMKNFIOOWCQ-UEKVPHQBSA-N"
